ID;Accepted_species;Accepted_family;Genus_matched;Accepted_name_author;Accepted_name_url;life_form_Cardoso_et_al_2017;Bolivia;Brazil;Colombia;Ecuador;French_Guiana;Guyana;Peru;Suriname;Venezuela;Herrero_Jauregui_et_al_2013;Piponiot_et_al_2019;number_individuals_ATDN_plots;number_plots_ATDN;estimated_ind_Amazon;log10_est_ind_Amazon;check_hyperdominant_spp;Forest_type_IV_max_hyperdominant;IV.indcls_hyperdominant;check_ITTO_commercial_spp;check_ITTO_LUS_spp;redlistCategory_IUCN_2022;yearPublished_IUCN_2022;Original_AOO_2050_IGS;Original_AOO_2050_BAU;2050_RCP_2.6;2050_RCP_8.5;2050_RCP_2.6_2050_IGS;2050_RCP_2.6_2050_BAU;2050_RCP_8.5_2050_IGS;2050_RCP_8.5_2050_BAU;Sub_region_AOO;check_CITES;appendix_CITES
985;Terminalia oblonga;Combretaceae;Terminalia;(Ruiz & Pav.) Steud.;http://www.tropicos.org/Name/8200211;tree;1;0;0;1;0;0;1;0;0;1;1;336;96;154554836;8;19;0;NA;NA;0;1;Least Concern;2019;NA;VU;NA;VU;VU;VU;VU;VU;WAN;0
986;Tetragastris altissima;Burseraceae;Tetragastris;(Aubl.) Swart;http://www.worldfloraonline.org/taxon/wfo-0000407655;tree;1;0;0;0;0;0;1;1;0;1;1;NA;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
987;Tetragastris hostmannii;Burseraceae;Tetragastris;(Engl.) Kuntze;http://www.worldfloraonline.org/taxon/wfo-0000407660;tree;0;0;0;0;0;0;0;1;0;0;1;NA;NA;NA;NA;0;NA;NA;0;0;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
988;Tetragastris panamensis;Burseraceae;Tetragastris;(Engl.) Kuntze;http://www.worldfloraonline.org/taxon/wfo-0000407648;tree;0;0;0;0;0;0;1;1;0;1;1;NA;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
989;Tetrathylacium macrophyllum;Salicaceae;Tetrathylacium;Poepp.;http://www.tropicos.org/Name/13200480;tree;0;0;0;0;0;0;0;0;0;1;0;314;57;55456521;7;74;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;VU;NA;VU;VU;VU;WAN;0
990;Theobroma bicolor;Malvaceae;Theobroma;Bonpl.;http://www.tropicos.org/Name/30400668;tree;0;0;0;1;0;0;0;0;0;0;0;11;4;13231329;7;12;0;NA;NA;0;0;Least Concern;2020;NA;NA;VU;VU;VU;VU;VU;VU;WAN;0
991;Theobroma obovatum;Malvaceae;Theobroma;Klotzsch ex Bernoulli;http://www.tropicos.org/Name/30400775;tree;0;0;0;0;0;0;0;0;0;0;1;431;97;183152513;8;26;0;NA;NA;0;0;Least Concern;2020;NA;VU;VU;EN;EN;EN;EN;EN;WAN;0
992;Theobroma subincanum;Malvaceae;Theobroma;Mart.;http://www.tropicos.org/Name/30400596;tree;0;0;1;0;0;0;0;0;0;0;0;3022;577;927361625;8;97;1;4;0.17;0;0;Least Concern;2020;NA;VU;VU;VU;VU;VU;VU;EN;CA;0
993;Thyrsodium guianense;Anacardiaceae;Thyrsodium;Sagot ex Marchand;http://www.tropicos.org/Name/1300237;tree;0;0;0;0;0;0;0;1;0;0;0;122;40;12793105;7;11;0;NA;NA;0;0;NA;NA;NA;EN;CR;CR;CR;CR;CR;CR;GS;0
994;Thyrsodium puberulum;Anacardiaceae;Thyrsodium;J.D. Mitch. & Daly;http://www.tropicos.org/Name/1301116;tree;0;0;0;0;0;0;0;0;0;0;1;90;41;14683979;7;17;0;NA;NA;0;0;Least Concern;2021;NA;VU;EN;CR;EN;CR;CR;CR;GS;0
995;Thyrsodium spruceanum;Anacardiaceae;Thyrsodium;Benth.;http://www.tropicos.org/Name/1300240;tree;0;0;0;0;0;0;0;1;0;0;0;652;256;208312401;8;32;0;NA;NA;0;0;Least Concern;2020;VU;VU;VU;VU;VU;EN;EN;EN;SA;0
996;Toulicia elliptica;Sapindaceae;Toulicia;Radlk.;http://www.tropicos.org/Name/28600533;tree;0;0;0;0;0;0;0;1;0;0;0;34;5;13474630;7;13;0;NA;NA;0;0;NA;NA;VU;VU;EN;CR;EN;CR;CR;CR;GS;0
997;Toulicia guianensis;Sapindaceae;Toulicia;Aubl.;http://www.tropicos.org/Name/28601285;tree;0;0;0;0;0;0;0;1;0;0;0;777;181;316954770;8;5;0;NA;NA;0;0;Least Concern;2020;VU;EN;VU;VU;VU;EN;EN;CR;GS;0
998;Toulicia pulvinata;Sapindaceae;Toulicia;Radlk.;http://www.tropicos.org/Name/28600537;tree;0;0;0;0;0;0;0;1;0;0;0;164;27;60801693;7;78;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
999;Tovomita brevistaminea;Clusiaceae;Tovomita;Engl.;http://www.tropicos.org/Name/7801007;tree;0;0;0;0;0;0;0;1;0;0;0;101;45;23105213;7;36;0;NA;NA;0;0;Least Concern;2018;NA;VU;CR;CR;CR;CR;CR;CR;GS;0
1000;Tovomita calodictyos;Clusiaceae;Tovomita;Sandwith;http://www.tropicos.org/Name/50162398;tree;0;0;0;0;0;0;0;1;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;Data Deficient;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
1001;Tovomita choisyana;Clusiaceae;Tovomita;Planch. & Triana;http://www.tropicos.org/Name/7800511;tree;0;0;0;0;0;0;0;1;0;0;0;124;49;67079012;7;83;0;NA;NA;0;0;Least Concern;2018;NA;VU;VU;VU;EN;EN;EN;EN;CA;0
1002;Tovomita grata;Clusiaceae;Tovomita;Sandwith;http://www.tropicos.org/Name/50162400;tree;0;0;0;0;0;0;0;1;0;0;0;178;26;43855344;7;64;0;NA;NA;0;0;Least Concern;2018;VU;EN;VU;VU;EN;CR;EN;CR;SA;0
1003;Tovomita schomburgkii;Clusiaceae;Tovomita;Planch. & Triana;http://www.tropicos.org/Name/7800456;tree;0;0;0;0;0;0;0;1;0;0;0;332;71;63853663;7;81;0;NA;NA;0;0;Least Concern;2019;VU;VU;VU;VU;VU;EN;EN;EN;GS;0
1004;Tovomita secunda;Clusiaceae;Tovomita;Poepp. ex Planch. & Triana;http://www.tropicos.org/Name/7801075;tree;0;0;0;0;0;0;0;1;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;EN;EN;GS;0;NA
1005;Tovomita umbellata;Clusiaceae;Tovomita;Benth.;http://www.tropicos.org/Name/7800465;tree;0;0;0;0;0;0;0;1;0;0;0;244;52;289154370;8;46;0;NA;NA;0;0;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;0
1006;Trattinnickia burserifolia;Burseraceae;Trattinnickia;Mart.;http://www.tropicos.org/Name/4700242;tree;0;1;0;0;0;0;0;1;0;0;0;1222;199;1417533392;9;15;1;3;0.05;0;1;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;GS;0
1007;Trattinnickia demerarae;Burseraceae;Trattinnickia;Sandwith;http://www.tropicos.org/Name/4700179;tree;0;0;0;0;0;1;0;1;0;0;1;79;33;18957342;7;28;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
1008;Trattinnickia glaziovii;Burseraceae;Trattinnickia;Swart;http://www.tropicos.org/Name/4700401;tree;0;0;0;1;0;0;0;0;0;1;0;544;112;253421570;8;4;0;NA;NA;0;0;Least Concern;2020;NA;VU;VU;VU;VU;EN;VU;EN;CA;0
1009;Trattinnickia laxiflora;Burseraceae;Trattinnickia;Swart;http://www.tropicos.org/Name/4700175;tree;0;0;1;0;0;0;0;0;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
1010;Trattinnickia peruviana;Burseraceae;Trattinnickia;Loes.;http://www.tropicos.org/Name/4700180;tree;0;0;0;0;0;0;1;0;0;1;0;69;47;24233904;7;38;0;NA;NA;0;0;Least Concern;2019;NA;VU;NA;NA;NA;VU;VU;VU;WAN;0
1011;Trattinnickia rhoifolia;Burseraceae;Trattinnickia;Willd.;http://www.tropicos.org/Name/4700177;tree;0;0;0;0;0;0;1;1;1;1;1;609;174;193642791;8;29;0;NA;NA;0;0;Least Concern;2020;VU;VU;VU;VU;VU;EN;VU;EN;SA;0
1012;Trema micrantha;Cannabaceae;Trema;(L.) Blume;http://www.tropicos.org/Name/33300067;shrub/ tree;0;0;0;1;0;0;0;1;0;0;0;70;37;30730683;7;49;0;NA;NA;0;0;NA;NA;NA;VU;EN;CR;EN;EN;CR;CR;GS;0
1013;Trichilia cipo;Meliaceae;Trichilia;(A. Juss.) C. DC.;http://www.tropicos.org/Name/20400606;tree;0;0;0;0;0;0;0;1;0;0;0;416;116;261127963;8;42;0;NA;NA;0;0;Least Concern;2019;VU;VU;VU;VU;VU;EN;EN;EN;GS;0
1014;Trichilia euneura;Meliaceae;Trichilia;C. DC.;http://www.tropicos.org/Name/20400222;tree;0;0;0;0;0;0;0;1;0;0;0;36;22;9398612;6;97;0;NA;NA;0;0;NA;NA;NA;VU;EN;EN;EN;EN;CR;CR;CA;0
1015;Trichilia micrantha;Meliaceae;Trichilia;Benth.;http://www.tropicos.org/Name/20400258;tree;0;0;0;0;0;0;0;1;0;0;0;1279;304;342566215;8;53;1;4;0.09;0;0;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;SA;0
1016;Trichilia pallida;Meliaceae;Trichilia;Sw.;http://www.tropicos.org/Name/20400274;tree;0;0;0;0;0;0;0;1;0;0;0;313;106;101346903;8;1;0;NA;NA;0;0;NA;NA;NA;VU;VU;VU;VU;VU;VU;VU;GS;0
1017;Trichilia pleeana;Meliaceae;Trichilia;(A. Juss.) C. DC.;http://www.tropicos.org/Name/20400412;tree;0;0;0;1;0;0;1;0;0;1;0;758;127;320782125;8;51;1;4;0.12;0;0;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;SA;0
1018;Trichilia quadrijuga;Meliaceae;Trichilia;Kunth;http://www.tropicos.org/Name/20400291;tree;0;0;0;0;0;0;1;1;0;0;0;901;210;407820735;8;61;1;4;0.04;0;0;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;VU;SA;0
1019;Trichilia schomburgkii;Meliaceae;Trichilia;C. DC.;http://www.tropicos.org/Name/20400299;tree;0;0;0;0;0;0;0;1;0;0;1;370;124;139820963;8;15;0;NA;NA;0;0;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;GS;0
1020;Trichilia septentrionalis;Meliaceae;Trichilia;C. DC.;http://www.tropicos.org/Name/20400303;tree;0;0;0;0;0;0;0;1;0;0;0;664;224;184715040;8;27;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;GS;0
1021;Trichilia surinamensis;Meliaceae;Trichilia;(Miq.) C. DC.;http://www.tropicos.org/Name/20400317;tree;0;0;0;0;0;0;0;1;0;0;0;328;82;65477939;7;82;0;NA;NA;0;0;Least Concern;2020;NA;VU;VU;VU;VU;VU;VU;EN;GS;0
1022;Triplaris americana;Polygonaceae;Triplaris;L.;http://www.tropicos.org/Name/26001052;tree;1;0;0;0;0;0;0;0;0;0;0;379;86;149390109;8;17;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;CA;0
1023;Triplaris dugandii;Polygonaceae;Triplaris;Brandbyge;http://www.tropicos.org/Name/26002646;tree;0;0;0;1;0;0;0;0;0;0;0;25;13;15606257;7;19;0;NA;NA;0;0;Least Concern;2021;NA;NA;VU;EN;VU;EN;EN;EN;WAN;0
1024;Triplaris weigeltiana;Polygonaceae;Triplaris;(Rchb.) Kuntze;http://www.tropicos.org/Name/26002628;tree;0;0;0;0;0;0;0;1;1;0;0;1316;116;475678770;8;68;1;5;0.1;0;0;Least Concern;2020;NA;VU;VU;VU;VU;VU;VU;VU;GS;0
1025;Trymatococcus amazonicus;Moraceae;Trymatococcus;Poepp. & Endl.;http://www.tropicos.org/Name/21300370;tree;0;0;0;0;0;0;0;1;0;0;0;562;235;240056813;8;38;0;NA;NA;0;0;Least Concern;2020;NA;VU;VU;VU;VU;VU;VU;VU;WAN;0
1026;Unonopsis glaucopetala;Annonaceae;Unonopsis;R.E. Fr.;http://www.tropicos.org/Name/1601738;tree;0;0;0;0;0;0;0;1;0;0;0;338;61;70339861;7;85;0;NA;NA;0;0;Least Concern;2019;NA;VU;EN;EN;EN;EN;EN;EN;GS;0
1027;Unonopsis guatterioides;Annonaceae;Unonopsis;(A. DC.) R.E. Fr.;http://www.tropicos.org/Name/1600468;tree;0;0;0;0;0;0;0;1;0;0;0;990;223;465346340;8;67;1;4;0.33;0;0;Least Concern;2019;VU;VU;VU;VU;VU;VU;VU;VU;GS;0
1028;Unonopsis stipitata;Annonaceae;Unonopsis;Diels;http://www.tropicos.org/Name/1600479;tree;0;0;0;0;0;0;0;1;0;0;0;88;47;29694415;7;47;0;NA;NA;0;0;Least Concern;2019;NA;VU;NA;VU;VU;VU;VU;VU;CA;0
1029;Urera laciniata;Urticaceae;Urera;Wedd.;http://www.tropicos.org/Name/33400473;shrub/ tree/ subshrub;0;0;0;0;0;0;0;1;0;0;0;5;1;6318423;6;8;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
1030;Vallea stipularis;Elaeocarpaceae;Vallea;L. f.;http://www.tropicos.org/Name/11700090;tree;0;0;0;1;0;0;0;0;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;Least Concern;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
1031;Vantanea guianensis;Humiriaceae;Vantanea;Aubl.;http://www.tropicos.org/Name/15800048;tree;0;0;0;0;0;0;0;0;0;0;1;416;154;137876690;8;14;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;EN;VU;VU;CA;0
1032;Vantanea parviflora;Humiriaceae;Vantanea;Lam.;http://www.tropicos.org/Name/15800030;tree;0;0;0;0;0;0;0;0;0;0;1;699;216;106484368;8;3;0;NA;NA;0;1;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;SA;0
1033;Vatairea erythrocarpa;Fabaceae;Vatairea;(Ducke) Ducke;http://www.tropicos.org/Name/13007147;tree;0;0;0;0;1;0;0;0;0;1;1;207;102;68011485;7;83;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;EN;EN;EN;EN;EN;WAN;0
1034;Vatairea guianensis;Fabaceae;Vatairea;Aubl.;http://www.tropicos.org/Name/13052723;tree;0;0;1;0;0;0;1;1;0;0;1;1220;252;445706699;8;65;1;5;0.18;0;1;Least Concern;2020;NA;VU;VU;VU;VU;VU;VU;VU;GS;0
1035;Vatairea paraensis;Fabaceae;Vatairea;Ducke;http://www.tropicos.org/Name/13007152;tree;0;0;0;0;0;0;0;0;0;0;1;93;55;49203116;7;69;0;NA;NA;0;1;NA;NA;VU;VU;EN;EN;EN;CR;CR;CR;GS;0
1036;Vatairea sericea;Fabaceae;Vatairea;(Ducke) Ducke;http://www.tropicos.org/Name/13007153;tree;0;0;0;0;0;0;0;0;0;0;1;208;79;69556649;7;84;0;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
1037;Vataireopsis speciosa;Fabaceae;Vataireopsis;Ducke;http://www.tropicos.org/Name/13007158;tree;0;0;0;0;0;0;0;1;0;0;1;87;31;20996472;7;32;0;NA;NA;0;0;NA;NA;NA;VU;VU;VU;VU;EN;VU;EN;CA;0
1038;Vataireopsis surinamensis;Fabaceae;Vataireopsis;H.C. Lima;http://www.tropicos.org/Name/13041599;tree;0;0;0;0;0;0;0;0;0;0;1;23;16;6404795;6;81;0;NA;NA;0;0;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
1039;Virola albidiflora;Myristicaceae;Virola;Ducke;http://www.tropicos.org/Name/21800170;tree;0;0;0;0;0;0;1;0;0;1;0;17;7;6137370;6;79;0;NA;NA;0;0;NA;NA;NA;NA;VU;EN;VU;VU;EN;EN;WAN;0
1040;Virola calophylla;Myristicaceae;Virola;(Spruce) Warb.;http://www.tropicos.org/Name/21800040;tree;0;0;1;0;0;0;1;0;0;1;0;3108;563;1025897026;9;1;1;4;0.35;0;0;Least Concern;2019;NA;NA;EN;CR;EN;EN;CR;CR;WAN;0
1041;Virola decorticans;Myristicaceae;Virola;Ducke;http://www.tropicos.org/Name/21800092;tree;0;0;0;0;0;0;1;0;0;0;0;34;28;9997372;7;0;NA;NA;0;0;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;VU;WAN;0;NA
1042;Virola dixonii;Myristicaceae;Virola;Little;http://www.tropicos.org/Name/21800203;tree;0;0;0;1;0;0;0;0;0;0;0;24;2;576611;5;76;0;NA;NA;0;0;NA;NA;NA;VU;CR;CR;CR;CR;CR;CR;WAN;0
1043;Virola duckei;Myristicaceae;Virola;A.C. Sm.;http://www.tropicos.org/Name/21800183;tree;0;0;1;1;0;0;0;0;0;1;1;391;111;112141589;8;5;0;NA;NA;0;1;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;WAN;0
1044;Virola elongata;Myristicaceae;Virola;(Benth.) Warb.;http://www.tropicos.org/Name/21800129;tree;0;0;1;0;0;0;1;0;0;1;0;1884;343;816456489;8;91;1;3;0.06;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;CA;0
1045;Virola flexuosa;Myristicaceae;Virola;A.C. Sm.;http://www.tropicos.org/Name/21800094;tree;1;0;1;0;0;0;1;0;0;1;0;301;111;126801876;8;1;0;NA;NA;0;1;Least Concern;2019;NA;NA;NA;NA;NA;VU;VU;VU;WAN;0
1046;Virola kwatae;Myristicaceae;Virola;Sabatier;http://www.tropicos.org/Name/50162475;tree;0;0;0;0;1;0;0;0;0;0;1;68;26;15477601;7;19;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
1047;Virola loretensis;Myristicaceae;Virola;A.C. Sm.;http://www.tropicos.org/Name/21800095;shrub/ tree;0;0;0;0;0;0;1;0;0;0;0;51;19;18217732;7;26;0;NA;NA;0;0;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;EN;WAN;0
1048;Virola michelii;Myristicaceae;Virola;Heckel;http://www.tropicos.org/Name/21800215;tree;0;0;0;0;1;0;0;1;0;0;1;3366;414;609435309;8;78;1;4;0.24;0;1;Least Concern;2020;VU;EN;EN;EN;CR;CR;CR;CR;SA;0
1049;Virola mollissima;Myristicaceae;Virola;(Poepp. ex A. DC.) Warb.;http://www.tropicos.org/Name/21800052;tree;0;0;0;0;0;0;1;0;0;0;0;287;137;107957213;8;3;0;NA;NA;0;0;Least Concern;2021;NA;VU;VU;VU;VU;EN;VU;EN;CA;0
1050;Virola multicostata;Myristicaceae;Virola;Ducke;http://www.tropicos.org/Name/50105385;tree;0;0;0;0;0;0;1;0;0;0;0;119;63;39287041;7;59;0;NA;NA;0;0;NA;NA;NA;VU;VU;EN;VU;VU;EN;EN;CA;0
1051;Virola multinervia;Myristicaceae;Virola;Ducke;http://www.tropicos.org/Name/21800054;tree;0;0;0;0;0;0;1;0;0;0;1;568;201;125816824;8;1;0;NA;NA;0;0;Least Concern;2021;NA;VU;VU;VU;VU;VU;VU;VU;CA;0
1052;Virola parvifolia;Myristicaceae;Virola;Ducke;http://www.tropicos.org/Name/21800055;tree;0;0;1;0;0;0;0;0;0;0;0;18;13;7468819;6;87;0;NA;NA;0;0;Vulnerable;1998;NA;NA;NA;NA;NA;NA;NA;VU;WAN;0
1053;Virola pavonis;Myristicaceae;Virola;(A. DC.) A.C. Sm.;http://www.tropicos.org/Name/21800097;tree;0;0;1;0;0;0;1;0;0;1;0;1726;289;763070232;8;88;1;1;0.08;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;WAN;0
1054;Virola peruviana;Myristicaceae;Virola;(A. DC.) Warb.;http://www.tropicos.org/Name/21800056;tree;1;0;1;0;0;0;1;0;0;1;0;273;81;87156464;7;94;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;VU;NA;VU;VU;VU;WAN;0
1055;Virola sebifera;Myristicaceae;Virola;Aubl.;http://www.tropicos.org/Name/21800101;shrub/ tree;1;0;1;1;0;0;1;1;0;1;0;1098;290;465441256;8;67;1;4;0.13;0;1;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;0
1056;Virola surinamensis;Myristicaceae;Virola;(Rol. ex Rottb.) Warb.;http://www.tropicos.org/Name/21800112;tree;0;1;1;0;1;1;1;1;1;1;1;4718;413;1317933725;9;12;1;5;0.21;0;1;Endangered;1998;VU;VU;VU;VU;VU;VU;VU;EN;GS;0
1057;Vismia baccifera;Hypericaceae;Vismia;(L.) Triana & Planch.;http://www.tropicos.org/Name/7800775;tree;0;0;0;1;0;0;0;0;0;0;0;59;26;22715446;7;36;0;NA;NA;0;0;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
1058;Vismia guianensis;Hypericaceae;Vismia;(Aubl.) Choisy;http://www.tropicos.org/Name/7801342;shrub/ tree;0;0;1;0;0;0;0;0;0;0;0;355;76;100311402;8;0;NA;NA;0;0;Least Concern;2020;VU;VU;VU;VU;VU;EN;EN;EN;GS;0;NA
1059;Vismia japurensis;Hypericaceae;Vismia;Reichardt;http://www.tropicos.org/Name/7801572;shrub/ tree;0;0;0;0;0;0;0;1;0;0;0;75;28;31848173;7;5;0;NA;NA;0;0;Least Concern;2020;VU;VU;VU;VU;VU;VU;VU;EN;GS;0
1060;Vismia macrophylla;Hypericaceae;Vismia;Kunth;http://www.tropicos.org/Name/7800491;shrub/ tree;0;0;1;0;0;0;0;1;0;0;0;87;51;39370423;7;6;0;NA;NA;0;0;Least Concern;2019;VU;VU;VU;VU;VU;VU;VU;VU;SA;0
1061;Vitex capitata;Lamiaceae;Vitex;Vahl;http://www.tropicos.org/Name/33700477;tree;0;0;0;0;0;0;0;0;0;1;0;3;3;1627051;6;21;0;NA;NA;0;0;Least Concern;2019;VU;VU;NA;VU;VU;EN;VU;EN;GS;0
1062;Vitex compressa;Lamiaceae;Vitex;Turcz.;http://www.tropicos.org/Name/33701045;tree;0;0;0;0;0;0;0;1;0;0;0;57;9;30178876;7;48;0;NA;NA;0;0;Least Concern;2019;NA;VU;VU;VU;VU;VU;EN;EN;GS;0
1063;Vitex cymosa;Lamiaceae;Vitex;Bertero ex Spreng.;http://www.tropicos.org/Name/33701046;tree;1;0;0;1;0;0;0;0;0;1;0;811;71;293746383;8;47;0;NA;NA;0;1;Least Concern;2019;NA;VU;VU;VU;EN;EN;EN;EN;GS;0
1064;Vitex gigantea;Lamiaceae;Vitex;Kunth;http://www.tropicos.org/Name/33701048;tree;0;0;0;1;0;0;0;0;0;0;0;10;3;4010700;6;6;0;NA;NA;0;0;Least Concern;2019;NA;VU;CR;VU;CR;CR;VU;EN;WAN;0
1065;Vitex guianensis;Lamiaceae;Vitex;Moldenke;http://www.tropicos.org/Name/50202475;tree;0;0;0;0;0;0;0;0;0;0;1;7;6;1631353;6;21;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
1066;Vitex orinocensis;Lamiaceae;Vitex;Kunth;http://www.tropicos.org/Name/33700486;tree;0;0;0;0;0;0;0;0;1;1;0;59;34;26617479;7;43;0;NA;NA;0;0;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;0
1067;Vitex polygama;Lamiaceae;Vitex;Cham.;http://www.tropicos.org/Name/33700492;shrub/ tree;0;1;0;0;0;0;0;0;0;0;0;13;7;4590255;6;66;0;NA;NA;0;0;Least Concern;2019;VU;EN;CR;CR;CR;CR;CR;CR;SA;0
1068;Vitex stahelii;Lamiaceae;Vitex;Moldenke;http://www.tropicos.org/Name/50005976;tree;0;0;0;0;0;0;0;1;0;0;0;55;11;16322578;7;21;0;NA;NA;0;0;Least Concern;2021;NA;VU;VU;EN;EN;EN;EN;EN;GS;0
1069;Vitex triflora;Lamiaceae;Vitex;Vahl;http://www.tropicos.org/Name/33700500;shrub/ tree;0;0;0;0;0;0;0;1;0;0;1;364;164;109323050;8;4;0;NA;NA;0;0;Least Concern;2021;VU;VU;NA;VU;VU;VU;VU;EN;GS;0
1070;Vochysia biloba;Vochysiaceae;Vochysia;Ducke;http://www.tropicos.org/Name/34100135;tree;0;0;1;0;0;0;0;0;0;0;0;79;23;26407922;7;42;0;NA;NA;0;0;NA;NA;NA;VU;VU;NA;VU;VU;VU;VU;CA;0
1071;Vochysia braceliniae;Vochysiaceae;Vochysia;Standl.;http://www.tropicos.org/Name/34100136;tree;0;0;1;1;0;0;0;0;0;0;0;16;12;5228469;6;72;0;NA;NA;0;0;NA;NA;NA;NA;VU;VU;VU;VU;VU;VU;WAN;0
1072;Vochysia densiflora;Vochysiaceae;Vochysia;Spruce;http://www.tropicos.org/Name/34100064;tree;0;0;0;0;0;0;0;1;0;0;0;28;14;9264791;6;97;0;NA;NA;0;0;NA;NA;NA;VU;VU;EN;VU;VU;CR;CR;CA;0
1073;Vochysia ferruginea;Vochysiaceae;Vochysia;Mart.;http://www.tropicos.org/Name/34100141;tree;0;0;1;1;0;0;0;0;0;1;0;224;40;74659733;7;87;0;NA;NA;0;1;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
1074;Vochysia guianensis;Vochysiaceae;Vochysia;Aubl.;http://www.tropicos.org/Name/34100169;tree;0;0;1;0;1;0;0;1;0;0;1;341;71;123749747;8;9;0;NA;NA;0;0;Least Concern;2020;VU;EN;EN;EN;EN;CR;CR;CR;GS;0
1075;Vochysia haenkeana;Vochysiaceae;Vochysia;Mart.;http://www.tropicos.org/Name/34100081;tree;1;0;0;0;0;0;0;0;0;0;0;71;11;44657721;7;65;0;NA;NA;0;0;Least Concern;2021;VU;EN;VU;VU;EN;CR;EN;CR;SA;0
1076;Vochysia ingens;Vochysiaceae;Vochysia;Ducke;http://www.tropicos.org/Name/34100085;tree;0;0;1;0;0;0;0;0;0;0;0;NA;NA;NA;NA;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
1077;Vochysia lanceolata;Vochysiaceae;Vochysia;Stafleu;http://www.tropicos.org/Name/34100250;tree;1;0;0;0;0;0;0;0;0;0;1;3;2;1158096;6;6;0;NA;NA;0;1;Data Deficient;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
1078;Vochysia lehmannii;Vochysiaceae;Vochysia;Hieron.;http://www.tropicos.org/Name/34100089;tree;0;0;0;0;0;0;0;0;1;1;0;4;2;822787;5;92;0;NA;NA;0;0;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;VU;GS;0
1079;Vochysia lomatophylla;Vochysiaceae;Vochysia;Standl.;http://www.tropicos.org/Name/34100001;tree;0;0;1;0;0;0;0;0;0;0;0;84;34;31513936;7;5;0;NA;NA;0;0;Least Concern;2019;NA;NA;EN;EN;EN;EN;EN;EN;WAN;0
1080;Vochysia mapirensis;Vochysiaceae;Vochysia;Rusby;http://www.tropicos.org/Name/34100147;tree;1;0;0;0;0;0;0;0;0;0;0;64;8;20579343;7;31;0;NA;NA;0;0;Least Concern;2019;VU;VU;EN;EN;EN;EN;EN;EN;WAS;0
